tau,B_norm_chi5,env_rms_chi5,B_norm_chi4,env_rms_chi4
100.2000,0.299621,0.365005,-0.305424,0.392401
100.2500,0.092719,0.364786,0.035470,0.391629
100.3000,-0.088945,0.360903,0.066950,0.376628
100.3500,-0.133919,0.362378,-0.020835,0.373011
100.4000,-0.627970,0.361052,-0.431854,0.376194
100.4500,-0.835271,0.365268,-0.448280,0.376767
100.5000,-0.755095,0.361648,0.056735,0.385301
100.5500,-0.292149,0.363490,0.166954,0.386637
100.6000,0.059619,0.363520,-0.076995,0.385803
100.6500,0.287245,0.362757,-0.254071,0.384505
100.7000,0.230659,0.360065,-0.447297,0.383645
100.7500,-0.047928,0.359750,-0.348990,0.383298
100.8000,0.768601,0.366512,0.166479,0.382818
100.8500,0.974461,0.372176,0.296217,0.380517
100.9000,0.383219,0.376549,0.126224,0.377991
100.9500,-0.122683,0.376859,0.614503,0.354455
101.0000,-0.284253,0.377875,1.025495,0.334897
101.0500,0.087294,0.377414,0.448170,0.333713
101.1000,0.005751,0.375785,-0.058303,0.340159
101.1500,-0.250794,0.375663,0.001760,0.348228
101.2000,-0.296158,0.363892,0.021669,0.329712
101.2500,-0.323051,0.360898,-0.022658,0.326287
101.3000,-0.120143,0.365729,-0.242616,0.329663
101.3500,-0.215682,0.382127,-0.498902,0.329917
101.4000,-0.205280,0.388125,-0.357187,0.334033
101.4500,0.416260,0.380956,-0.373583,0.341840
101.5000,-0.039440,0.359228,-0.567369,0.352187
101.5500,-0.405084,0.344171,-0.206036,0.353005
101.6000,-0.030996,0.342071,0.153901,0.358427
101.6500,-0.185886,0.341969,-0.008415,0.359140
101.7000,-0.003118,0.341368,-0.048328,0.390145
101.7500,0.320485,0.345352,0.178204,0.396230
101.8000,0.449113,0.359152,0.160103,0.392480
101.8500,0.429032,0.344157,-0.011572,0.394073
101.9000,0.370207,0.319923,0.201339,0.416008
101.9500,0.170147,0.317452,0.427768,0.448020
102.0000,-0.204401,0.319913,0.031437,0.446504
102.0500,-0.304501,0.332844,-0.111177,0.417600
102.1000,-0.066078,0.350450,0.485128,0.412450
102.1500,0.251815,0.351303,0.532179,0.413377
102.2000,0.189316,0.362206,-0.050554,0.413406
102.2500,0.028225,0.361532,-0.034184,0.414717
102.3000,-0.390537,0.358404,0.303366,0.414963
102.3500,-0.714644,0.357938,0.106530,0.414225
102.4000,-0.455354,0.368483,-0.335400,0.406913
102.4500,-0.410225,0.369371,-0.634684,0.403318
102.5000,-0.195715,0.363670,-0.703832,0.399142
102.5500,0.368693,0.368451,-0.163930,0.394854
102.6000,0.162013,0.364672,0.431315,0.394690
102.6500,0.026369,0.365756,-0.164005,0.395371
102.7000,0.256297,0.367456,-1.008496,0.409681
102.7500,0.406642,0.369323,-0.629498,0.415875
102.8000,0.633169,0.365926,-0.022849,0.415272
102.8500,0.397934,0.361421,0.281230,0.414520
102.9000,0.538299,0.356551,0.903479,0.417088
102.9500,0.286862,0.356607,1.072365,0.419281
103.0000,-0.281681,0.358777,0.567464,0.417930
103.0500,-0.653356,0.360009,0.166163,0.427286
103.1000,-0.707722,0.358817,-0.159972,0.431127
103.1500,-0.156701,0.358971,-0.186538,0.425055
103.2000,-0.617944,0.364464,-0.031112,0.417207
103.2500,-0.260214,0.382605,-0.212097,0.417544
103.3000,0.109655,0.389177,-0.094355,0.419135
103.3500,0.027565,0.386817,0.183772,0.416804
103.4000,0.600498,0.370532,0.052233,0.416649
103.4500,0.262662,0.367150,0.090255,0.413720
103.5000,-0.043853,0.363877,-0.046681,0.408053
103.5500,-0.380897,0.365489,-0.426983,0.405437
103.6000,-0.224736,0.364511,-0.192712,0.411883
103.6500,0.182824,0.367008,-0.213879,0.415381
103.7000,0.292630,0.370201,-0.687315,0.415954
103.7500,0.237563,0.370405,-0.460426,0.387189
103.8000,-0.017272,0.365882,-0.105924,0.375276
103.8500,0.259538,0.353334,0.005050,0.377985
103.9000,0.201758,0.349557,0.296140,0.382375
103.9500,0.372423,0.342929,0.340214,0.355406
104.0000,0.304280,0.341894,0.369597,0.315750
104.0500,-0.279416,0.339052,0.570280,0.303791
104.1000,-0.240037,0.323360,0.384101,0.303921
104.1500,-0.094207,0.341325,0.149047,0.303521
104.2000,-0.475758,0.355591,0.110457,0.310784
104.2500,-0.769091,0.343955,0.118618,0.322542
104.3000,-0.456880,0.341810,0.236157,0.345250
104.3500,-0.278309,0.342016,0.110108,0.358823
104.4000,0.070985,0.356039,-0.077830,0.359438
104.4500,0.324102,0.351584,-0.112952,0.366943
104.5000,0.264956,0.349618,-0.460337,0.367131
104.5500,0.294113,0.350868,-0.638831,0.372175
104.6000,0.326594,0.346082,-0.492853,0.389085
104.6500,0.318008,0.344677,-0.551968,0.395524
104.7000,0.311821,0.345210,-0.215489,0.394456
104.7500,0.268070,0.348592,0.264323,0.381031
104.8000,0.169796,0.346622,0.154404,0.375351
104.8500,0.175754,0.350285,0.290182,0.375006
104.9000,-0.222467,0.347965,0.464698,0.375706
104.9500,-0.318748,0.347672,-0.021941,0.373179
105.0000,-0.230682,0.343149,-0.242370,0.369437
105.0500,-0.002553,0.340076,-0.134991,0.367840
105.1000,0.026554,0.338360,-0.175642,0.377607
105.1500,-0.995213,0.338854,0.125063,0.380056
105.2000,-0.657409,0.345708,0.466616,0.379346
105.2500,0.219367,0.351452,0.553431,0.379020
105.3000,-0.085996,0.337231,0.816519,0.380324
105.3500,0.133444,0.333863,0.633029,0.378648
105.4000,0.634111,0.331948,-0.227783,0.390342
105.4500,0.480978,0.346206,-0.475650,0.399282
105.5000,0.111644,0.364623,-0.117418,0.402387
105.5500,-0.194490,0.395491,-0.393791,0.412834
105.6000,-0.091332,0.396948,-0.842671,0.403066
105.6500,0.103491,0.394058,-0.494258,0.396251
105.7000,0.220197,0.390950,-0.105514,0.386873
105.7500,0.426419,0.388557,-0.213449,0.387969
105.8000,-0.016943,0.389852,-0.189323,0.388417
105.8500,-0.323975,0.395356,0.024658,0.391962
105.9000,-0.030623,0.399198,0.146866,0.392326
105.9500,0.179935,0.402469,0.100574,0.387505
106.0000,0.102894,0.399978,-0.042673,0.391594
106.0500,-0.080532,0.402206,0.297191,0.389884
106.1000,-0.174202,0.407598,0.789773,0.412686
106.1500,-0.267095,0.407596,0.472858,0.435452
106.2000,-0.448615,0.377871,0.011284,0.437129
106.2500,-0.624905,0.366207,-0.045371,0.431446
106.3000,-0.435851,0.365762,-0.233784,0.427018
106.3500,-0.340704,0.366656,-0.060077,0.409455
106.4000,0.158656,0.366556,0.617119,0.397425
106.4500,0.633610,0.352927,0.543596,0.396014
106.5000,0.801129,0.345288,-0.338834,0.390275
106.5500,1.015972,0.347554,-0.749050,0.395070
106.6000,0.365837,0.358885,-0.285238,0.394273
106.6500,-0.113705,0.362596,0.139806,0.382067
106.7000,0.032959,0.366784,-0.059612,0.377926
106.7500,0.144076,0.370618,-0.285081,0.378834
106.8000,-0.336462,0.370128,-0.290047,0.377398
106.8500,-0.453901,0.371297,-0.370503,0.377143
106.9000,-0.394994,0.369354,-0.309682,0.377725
106.9500,-0.396247,0.369836,-0.248569,0.377042
107.0000,0.140244,0.370591,-0.362068,0.378042
107.0500,-0.355653,0.372308,0.062944,0.379907
107.1000,-0.423116,0.372370,0.876657,0.379384
107.1500,0.025214,0.377224,0.906929,0.359380
107.2000,0.182137,0.376705,0.275003,0.355245
107.2500,0.276309,0.370594,0.123917,0.358667
107.3000,0.186461,0.357752,0.387848,0.371292
107.3500,0.185026,0.352729,0.253732,0.376786
107.4000,-0.121663,0.350271,0.052520,0.383362
107.4500,-0.008632,0.351306,0.077225,0.389981
107.5000,-0.112513,0.346316,-0.203073,0.380744
107.5500,0.277177,0.342771,-0.410109,0.398388
107.6000,0.604992,0.310423,-0.359561,0.386220
107.6500,0.343686,0.305154,-0.567071,0.388860
107.7000,0.368714,0.304713,-0.339480,0.393474
107.7500,-0.405479,0.312024,0.198285,0.395205
107.8000,-0.408562,0.321135,-0.032166,0.393245
107.8500,-0.189271,0.322919,-0.167222,0.398978
107.9000,-0.214396,0.327449,0.136483,0.409742
107.9500,0.124693,0.335230,-0.020835,0.415106
108.0000,-0.235187,0.330609,-0.202608,0.413287
108.0500,-0.250771,0.335345,-0.244543,0.414882
108.1000,-0.091485,0.331536,-0.268381,0.418247
108.1500,-0.423685,0.325374,0.133532,0.398034
108.2000,-0.235172,0.327009,0.320067,0.378297
108.2500,0.118418,0.351223,0.316686,0.380359
108.3000,0.083700,0.358814,0.616355,0.380036
108.3500,0.208940,0.358714,0.472421,0.375211
108.4000,0.212658,0.357777,0.456688,0.374543
108.4500,0.234391,0.361653,0.768560,0.374940
108.5000,0.508666,0.365839,-0.059995,0.376141
108.5500,0.735983,0.369663,-0.823684,0.374863
108.6000,0.407296,0.370640,-0.411885,0.370825
108.6500,-0.029024,0.360712,-0.406519,0.368404
108.7000,-0.043680,0.358541,-0.409301,0.358722
108.7500,-0.431229,0.354271,0.243975,0.355839
108.8000,-0.507220,0.348978,0.133816,0.359368
108.8500,-0.400382,0.348180,-0.519957,0.361973
108.9000,-0.571674,0.352160,-0.702988,0.373684
108.9500,-0.606168,0.357043,-0.526583,0.395693
109.0000,-0.175646,0.362304,0.003448,0.400881
109.0500,0.385996,0.361416,0.430425,0.400905
109.1000,0.149502,0.360926,0.344826,0.399690
109.1500,-0.114282,0.366162,0.303369,0.405937
109.2000,0.210597,0.361733,0.440783,0.439308
109.2500,0.840551,0.359867,0.373851,0.452073
109.3000,0.545266,0.365616,0.072802,0.450451
109.3500,-0.178451,0.376246,-0.031678,0.440108
109.4000,-0.081797,0.381677,0.209438,0.433882
109.4500,-0.359349,0.380936,0.122319,0.428047
109.5000,-0.353477,0.387484,-0.207222,0.410875
109.5500,0.357730,0.379309,-0.043398,0.410902
109.6000,0.326307,0.372178,0.211506,0.390938
109.6500,0.261403,0.373898,0.236431,0.386586
109.7000,0.232586,0.379469,0.181482,0.381341
109.7500,-0.105534,0.379460,-0.175489,0.377865
109.8000,-0.108656,0.373438,-0.377879,0.385827
109.8500,-0.379620,0.365195,-0.279403,0.399480
109.9000,-0.387437,0.368669,-0.617406,0.391745
109.9500,-0.433526,0.362454,-0.844333,0.377299
110.0000,-0.413169,0.350447,-0.412161,0.369154
110.0500,-0.170182,0.349574,-0.204553,0.371239
110.1000,-0.219977,0.346132,-0.141066,0.365103
110.1500,0.405517,0.359558,0.527620,0.361163
110.2000,0.217575,0.385165,1.083660,0.358047
110.2500,0.010169,0.385180,0.754289,0.351531
110.3000,0.430129,0.362179,0.200650,0.346970
110.3500,0.574768,0.352027,0.047400,0.348425
110.4000,0.460879,0.351025,0.007679,0.361383
110.4500,0.148538,0.351814,-0.048636,0.377184
110.5000,0.511118,0.349560,0.007760,0.382482
110.5500,-0.041493,0.345967,0.067166,0.381929
110.6000,-0.567404,0.342614,0.148716,0.384809
110.6500,-0.467447,0.339263,0.175843,0.384868
110.7000,-0.415822,0.338950,-0.010945,0.386012
110.7500,-0.040596,0.341460,-0.243585,0.395634
110.8000,0.006920,0.342846,-0.555702,0.404914
110.8500,-0.087531,0.348776,-0.676389,0.407822
110.9000,-0.514607,0.343979,-0.139405,0.409061
110.9500,-0.374837,0.350585,0.196701,0.399091
111.0000,-0.128406,0.354206,-0.167455,0.376727
111.0500,-0.076157,0.355100,-0.251594,0.371232
111.1000,0.225437,0.358442,0.003804,0.370346
111.1500,0.640935,0.363739,0.039853,0.370412
111.2000,0.891603,0.358244,0.011994,0.362200
111.2500,0.211711,0.370286,-0.068740,0.336236
111.3000,-0.041637,0.386111,-0.095658,0.324841
111.3500,0.006525,0.384580,0.216290,0.327233
111.4000,-0.054238,0.382307,0.614902,0.336268
111.4500,-0.171551,0.375596,0.722736,0.336269
111.5000,-0.253649,0.377963,0.424225,0.341439
111.5500,0.149924,0.376309,0.160040,0.365768
111.6000,0.182531,0.399526,0.304011,0.381219
111.6500,-0.113022,0.399373,0.215831,0.381548
111.7000,-0.244176,0.395386,-0.303402,0.381286
111.7500,-0.352331,0.392364,-0.584200,0.383106
111.8000,-0.223641,0.392313,-0.579148,0.382415
111.8500,0.424226,0.394767,-0.489569,0.380514
111.9000,0.088607,0.395392,-0.345808,0.368080
111.9500,-0.581573,0.387142,-0.225475,0.367592
112.0000,-0.540911,0.384940,-0.038838,0.370979
112.0500,-0.443519,0.387129,0.037270,0.400120
112.1000,0.356008,0.387796,-0.122020,0.407022
112.1500,0.453001,0.386376,-0.148009,0.408081
112.2000,0.042370,0.374109,0.178108,0.408124
112.2500,0.637986,0.348035,0.656355,0.410978
112.3000,0.700628,0.346637,0.509998,0.437573
112.3500,0.369650,0.347027,-0.322824,0.439118
112.4000,0.508809,0.347031,-0.498024,0.438439
112.4500,0.062238,0.347432,0.010089,0.429461
112.5000,-0.308498,0.346422,0.382119,0.414958
112.5500,-0.458369,0.344926,0.839933,0.412044
112.6000,-0.860374,0.346483,0.691173,0.417224
112.6500,-0.562974,0.345310,-0.179994,0.414516
112.7000,-0.297619,0.349845,-0.150752,0.413323
112.7500,-0.274399,0.353682,0.239132,0.412007
112.8000,-0.004522,0.349596,-0.193987,0.407414
112.8500,0.281471,0.348549,-0.499332,0.408195
112.9000,0.167116,0.342253,-0.275469,0.401883
112.9500,0.011475,0.344123,-0.068743,0.398463
113.0000,0.266081,0.337674,-0.375818,0.397085
113.0500,0.292862,0.327006,-0.974338,0.397038
113.1000,0.164315,0.321649,-0.540106,0.397499
113.1500,0.075746,0.320883,0.188146,0.398571
113.2000,0.168261,0.313333,-0.054958,0.398991
113.2500,0.151560,0.313407,0.309845,0.401076
113.3000,0.070796,0.298918,0.964359,0.393006
113.3500,0.113240,0.302513,0.254277,0.385211
113.4000,-0.012504,0.298643,-0.149589,0.383002
113.4500,-0.119754,0.287942,0.242112,0.378075
113.5000,-0.026493,0.301189,0.142272,0.393691
113.5500,-0.148074,0.344039,0.284867,0.418719
113.6000,-0.258131,0.357748,0.449178,0.414128
113.6500,0.006861,0.338940,-0.006835,0.404200
113.7000,-0.376859,0.330885,0.078030,0.403273
113.7500,-0.412661,0.327693,0.218016,0.410429
113.8000,-0.079617,0.324934,-0.432436,0.419130
113.8500,-0.141554,0.325377,-0.601266,0.422124
113.9000,-0.040550,0.322485,-0.173343,0.415592
113.9500,0.245896,0.342847,-0.085764,0.413426
114.0000,0.397458,0.361803,-0.076627,0.413674
114.0500,-0.043072,0.360783,0.000395,0.411114
114.1000,0.232922,0.358501,-0.128007,0.384402
114.1500,0.326421,0.357994,-0.223326,0.375761
114.2000,0.094323,0.358558,-0.188802,0.374840
114.2500,0.060700,0.363810,-0.316438,0.374765
114.3000,0.208014,0.372329,-0.409926,0.373531
114.3500,0.761277,0.372981,-0.106817,0.344777
114.4000,0.203113,0.377245,0.186117,0.342557
114.4500,-0.039124,0.380304,0.307010,0.346221
114.5000,-0.569077,0.380141,0.703028,0.355088
114.5500,-1.108476,0.380397,0.989787,0.360154
114.6000,-0.777532,0.379799,0.740736,0.359161
114.6500,-0.450564,0.383150,0.380309,0.352974
114.7000,0.309426,0.389001,-0.041501,0.354294
114.7500,0.048833,0.388150,-0.511312,0.356193
114.8000,0.038438,0.384601,-0.594242,0.354621
114.8500,0.108678,0.384848,-0.375388,0.348279
114.9000,-0.049119,0.392018,-0.158010,0.335385
114.9500,0.763797,0.394133,-0.047695,0.334699
115.0000,0.740122,0.392688,-0.114609,0.334936
115.0500,0.201440,0.399518,-0.233792,0.335057
115.1000,0.135904,0.408492,-0.279485,0.343314
115.1500,0.110001,0.408551,-0.149627,0.367701
115.2000,-0.149380,0.406011,0.084065,0.390823
115.2500,-0.428793,0.405745,0.026516,0.398284
115.3000,-0.529239,0.406858,-0.241114,0.396082
115.3500,-0.157901,0.413946,-0.288374,0.404450
115.4000,0.379447,0.406275,-0.045917,0.419224
115.4500,0.308479,0.407006,0.354739,0.425512
115.5000,-0.096256,0.410811,0.559986,0.424526
115.5500,-0.093243,0.405368,0.410848,0.411467
115.6000,-0.057143,0.369385,0.227738,0.381397
115.6500,-0.414082,0.349879,0.145333,0.366771
115.7000,-0.430437,0.345996,0.195737,0.362441
115.7500,-0.338988,0.342963,0.247803,0.365629
115.8000,-0.240503,0.343584,0.041424,0.363212
115.8500,0.118876,0.344595,-0.065138,0.355655
115.9000,0.498418,0.345901,0.009444,0.351191
115.9500,0.264236,0.363995,-0.105942,0.357529
116.0000,0.117664,0.354909,-0.117674,0.357595
116.0500,0.616277,0.335694,-0.095974,0.359728
116.1000,0.546940,0.335947,-0.479199,0.357984
116.1500,0.237181,0.335462,-0.852822,0.373473
116.2000,-0.147398,0.336340,-0.876900,0.393794
116.2500,0.003999,0.335844,-0.526363,0.393579
116.3000,0.201914,0.331073,0.168589,0.393570
116.3500,-0.530848,0.333100,0.665347,0.406946
116.4000,-0.567074,0.334254,0.714375,0.405959
116.4500,-0.256232,0.330690,0.502422,0.415968
116.5000,-0.359315,0.330787,0.244676,0.416482
116.5500,-0.376444,0.336768,0.216029,0.409078
116.6000,-0.292785,0.336586,0.046624,0.410286
116.6500,0.171258,0.337464,-0.316257,0.414756
116.7000,0.303647,0.335029,-0.123266,0.416992
116.7500,-0.100429,0.331063,0.311248,0.417183
116.8000,0.140961,0.326894,0.434998,0.419137
116.8500,0.173168,0.326042,0.361111,0.420092
116.9000,0.220887,0.325514,-0.107448,0.424401
116.9500,0.727369,0.337663,-0.457312,0.428009
117.0000,0.561761,0.349929,-0.064756,0.429327
117.0500,0.060770,0.349663,0.275428,0.432523
117.1000,-0.218093,0.338122,-0.057964,0.432466
117.1500,-0.071400,0.327450,-0.736619,0.425943
117.2000,-0.190492,0.325863,-0.813417,0.416351
117.2500,-0.093069,0.325127,-0.011830,0.396959
117.3000,-0.231078,0.330373,0.020445,0.388626
117.3500,-0.579050,0.348197,-0.705076,0.388347
117.4000,-0.237707,0.359895,-0.224187,0.379823
117.4500,-0.216327,0.361076,0.582600,0.365987
117.5000,0.312750,0.366802,0.378653,0.363795
117.5500,0.415892,0.362607,0.250919,0.363579
117.6000,-0.060402,0.368802,0.457598,0.362075
117.6500,-0.165932,0.382096,0.450631,0.362271
117.7000,-0.323001,0.387544,0.312046,0.374876
117.7500,-0.277445,0.393089,0.211758,0.395193
117.8000,0.049414,0.392776,0.358320,0.393071
117.8500,0.187198,0.395932,0.185926,0.387293
117.9000,0.004416,0.397520,-0.391742,0.385677
117.9500,0.760765,0.397273,-0.355199,0.385616
118.0000,0.644668,0.381167,-0.239905,0.378957
118.0500,0.078896,0.370964,-0.356077,0.378848
118.1000,0.233101,0.373010,0.084688,0.377824
118.1500,-0.089116,0.371638,0.007677,0.389084
118.2000,0.117202,0.371968,-0.629341,0.395619
118.2500,0.045480,0.371557,-0.349743,0.398427
118.3000,-0.375517,0.373773,-0.093045,0.403035
118.3500,-0.732573,0.375203,-0.139787,0.403659
118.4000,-0.788296,0.364172,0.417376,0.391853
118.4500,-0.597055,0.362734,0.295416,0.397223
118.5000,-0.486354,0.361930,-0.432231,0.392398
118.5500,0.060429,0.359161,-0.231166,0.388419
118.6000,0.572271,0.353482,0.043908,0.386446
118.6500,0.703567,0.353853,0.089406,0.380420
118.7000,0.448583,0.353007,0.693511,0.376887
118.7500,0.519303,0.356393,0.810360,0.374092
118.8000,0.004278,0.364551,0.168178,0.383055
118.8500,-0.349160,0.369458,0.065986,0.388543
118.9000,0.285751,0.369295,0.281426,0.391367
118.9500,0.201872,0.372412,0.097953,0.387089
119.0000,0.122478,0.354516,-0.019731,0.383223
119.0500,-0.031036,0.342420,0.028619,0.381387
119.1000,-0.257112,0.351045,-0.210019,0.381292
119.1500,-0.075197,0.349840,-0.597822,0.386620
119.2000,-0.123142,0.360540,-0.867675,0.387703
119.2500,-0.154129,0.360493,-0.867791,0.378129
119.3000,-0.276400,0.363185,-0.389309,0.379095
119.3500,-0.311940,0.377375,0.145100,0.379206
119.4000,0.029886,0.374437,0.334785,0.378853
119.4500,-0.116808,0.355606,0.473273,0.378824
119.5000,-0.151335,0.345000,0.428043,0.380704
119.5500,0.126385,0.343013,0.126483,0.374861
119.6000,-0.083742,0.346441,0.015865,0.374483
119.6500,-0.120116,0.345535,-0.141209,0.374789
119.7000,0.054686,0.339493,-0.305574,0.380910
119.7500,0.450370,0.336141,0.106314,0.382948
119.8000,0.564006,0.332149,0.568416,0.375356
119.8500,0.387448,0.335050,0.549561,0.383705
119.9000,0.173496,0.333901,0.353351,0.384446
119.9500,-0.307925,0.338858,0.130045,0.384556
120.0000,-0.213071,0.339958,0.063731,0.387068
120.0500,0.264496,0.352725,0.001059,0.388347
120.1000,0.501440,0.353177,-0.351911,0.389588
120.1500,-0.140439,0.351268,-0.418243,0.390385
120.2000,-0.565303,0.351191,-0.185500,0.383510
120.2500,-0.111186,0.350849,-0.308976,0.359571
120.3000,-0.286250,0.351471,-0.390264,0.335308
120.3500,-0.756212,0.349162,-0.110015,0.336219
120.4000,-0.667901,0.346091,-0.092691,0.335697
120.4500,-0.240356,0.346086,-0.416274,0.354631
120.5000,0.227640,0.345617,-0.381887,0.377236
120.5500,0.424846,0.344838,0.076175,0.371398
120.6000,0.317077,0.344301,0.204530,0.371432
120.6500,0.549362,0.353227,0.106478,0.372406
120.7000,0.570366,0.356006,0.444563,0.372610
120.7500,0.329203,0.376546,0.738082,0.380156
120.8000,0.400355,0.388044,0.648591,0.396546
120.8500,0.281745,0.388228,0.536765,0.398085
120.9000,-0.300666,0.383839,0.166321,0.391698
120.9500,-0.467308,0.384710,-0.287556,0.391910
121.0000,-0.267139,0.386522,-0.298420,0.391627
121.0500,-0.614480,0.387503,-0.202599,0.400034
121.1000,-0.118551,0.389380,-0.201056,0.401930
121.1500,0.104690,0.390215,-0.263799,0.399084
121.2000,-0.058762,0.390733,-0.373159,0.393795
121.2500,0.072888,0.380629,-0.153395,0.392755
121.3000,-0.204100,0.386124,0.248607,0.397612
121.3500,0.100398,0.385174,0.420281,0.420505
121.4000,-0.098749,0.371849,0.081759,0.427361
121.4500,-0.027656,0.356937,-0.804965,0.427203
121.5000,0.018375,0.355093,-0.949891,0.422257
121.5500,-0.029324,0.363045,-0.063438,0.418537
121.6000,0.028348,0.368755,0.130479,0.422040
121.6500,-0.512131,0.374004,-0.173072,0.425812
121.7000,0.308585,0.364589,0.161833,0.425740
121.7500,0.787343,0.354080,0.571183,0.422111
121.8000,0.750524,0.350335,0.730246,0.406370
121.8500,0.569173,0.345305,0.610923,0.394931
121.9000,-0.105724,0.342667,0.308536,0.394115
121.9500,-0.239879,0.339435,0.362870,0.403017
122.0000,-0.390006,0.347668,0.088356,0.400517
122.0500,-0.276670,0.350633,-0.526254,0.398164
122.1000,-0.360202,0.338816,-0.249709,0.400690
122.1500,-0.527372,0.341761,0.174290,0.399733
122.2000,-0.190558,0.342166,0.054704,0.397616
122.2500,-0.005445,0.342512,-0.029627,0.395624
122.3000,-0.430226,0.344751,-0.502838,0.397436
122.3500,-0.227843,0.358737,-0.959267,0.410377
122.4000,0.397815,0.364810,-0.500430,0.408355
122.4500,0.023210,0.365277,-0.055290,0.416489
122.5000,0.062793,0.367812,-0.032087,0.417840
122.5500,0.534731,0.368960,0.132650,0.393390
122.6000,0.593139,0.369710,0.355707,0.394168
122.6500,0.510283,0.371796,0.415896,0.395586
122.7000,0.129183,0.376896,0.093838,0.398857
122.7500,-0.125240,0.377456,-0.267358,0.401121
122.8000,-0.013688,0.358204,-0.100519,0.392468
122.8500,-0.129709,0.340628,0.211793,0.380851
122.9000,0.070547,0.330279,0.511588,0.378284
122.9500,0.002838,0.336560,0.564444,0.379096
123.0000,-0.671055,0.336949,-0.017778,0.374836
123.0500,-0.395314,0.331532,-0.109521,0.376865
123.1000,-0.208685,0.334381,0.351839,0.368328
123.1500,-0.310202,0.344437,0.095001,0.366602
123.2000,-0.149394,0.355587,-0.019129,0.366074
123.2500,-0.114672,0.359848,0.272934,0.366043
123.3000,0.261557,0.367651,-0.287139,0.371838
123.3500,0.667118,0.369578,-0.700278,0.363493
123.4000,0.436155,0.377618,-0.329801,0.346296
123.4500,-0.154060,0.386747,-0.530809,0.346302
123.5000,-0.277447,0.393778,-0.833180,0.347196
123.5500,-0.187059,0.395591,-0.298478,0.347586
123.6000,-0.153591,0.387366,0.170672,0.349200
123.6500,0.253422,0.376127,0.250862,0.353207
123.7000,0.647168,0.368007,0.369481,0.349812
123.7500,0.335458,0.372404,0.316913,0.349580
123.8000,0.198074,0.381157,0.211427,0.348031
123.8500,0.244349,0.381156,0.406148,0.366695
123.9000,-0.198199,0.381765,0.541576,0.395043
123.9500,-0.427681,0.381771,0.347006,0.387533
124.0000,-0.261307,0.381771,0.003584,0.378800
124.0500,-0.060182,0.370128,-0.265172,0.380073
124.1000,-0.392854,0.364975,-0.127036,0.382253
124.1500,-0.640016,0.364008,0.101587,0.379774
124.2000,-0.773391,0.360784,-0.120599,0.383137
124.2500,-0.401651,0.360649,-0.045258,0.384103
124.3000,0.482458,0.360295,0.419753,0.385154
124.3500,0.493295,0.362861,0.035612,0.393572
124.4000,0.546091,0.357837,-0.647867,0.387981
124.4500,0.666605,0.352057,-0.500604,0.396974
124.5000,0.474903,0.351239,-0.168763,0.397328
124.5500,0.250232,0.351197,-0.110079,0.376021
124.6000,0.147966,0.350954,-0.252399,0.374070
124.6500,0.004422,0.351773,-0.491880,0.380694
124.7000,-0.112356,0.351753,-0.274022,0.387353
124.7500,-0.387515,0.336936,0.046533,0.383328
124.8000,-0.534903,0.332838,0.164836,0.385624
124.8500,0.013311,0.342194,0.746338,0.384926
124.9000,-0.189382,0.342469,0.964467,0.379745
124.9500,-0.071772,0.342015,0.144182,0.370210
125.0000,0.003054,0.336328,-0.210217,0.367443
125.0500,-0.302313,0.335420,0.199826,0.375677
125.1000,-0.030911,0.345201,0.283078,0.389847
125.1500,-0.121127,0.342077,0.215251,0.397115
125.2000,-0.020140,0.328553,0.337957,0.399859
125.2500,-0.135390,0.309471,0.175357,0.401068
125.3000,-0.051696,0.303772,-0.328121,0.402046
125.3500,0.380129,0.294808,-0.592611,0.400091
125.4000,0.544613,0.319032,-0.557891,0.404451
125.4500,0.148331,0.322426,-0.631027,0.407158
125.5000,0.011512,0.310952,-0.541548,0.406341
125.5500,0.275292,0.310546,-0.136408,0.407357
125.6000,-0.167272,0.308084,0.170594,0.415448
125.6500,0.217239,0.308605,0.483851,0.413805
125.7000,0.252295,0.327660,0.522135,0.412145
125.7500,0.020918,0.366174,-0.096578,0.410588
125.8000,-0.003689,0.371300,-0.415720,0.410593
125.8500,-0.546038,0.361781,-0.150466,0.410662
125.9000,-0.259684,0.364187,-0.050350,0.393776
125.9500,-0.162879,0.364250,-0.010276,0.376865
126.0000,-0.157355,0.364079,0.191669,0.383490
126.0500,-0.207967,0.368350,0.500900,0.382083
126.1000,-0.525908,0.365495,0.717663,0.383536
126.1500,-0.257475,0.372664,0.500639,0.387423
126.2000,0.194351,0.372462,0.316204,0.389196
126.2500,0.314592,0.372473,0.232959,0.385652
126.3000,-0.134270,0.373087,-0.185065,0.398285
126.3500,0.113075,0.373574,-0.334476,0.406711
126.4000,0.923577,0.372724,-0.380912,0.398548
126.4500,0.622478,0.363173,-0.714003,0.395521
126.5000,0.382603,0.370710,-0.472633,0.383123
126.5500,0.463893,0.373844,-0.249758,0.375845
126.6000,0.012683,0.373170,-0.533895,0.377413
126.6500,-0.187275,0.379251,-0.088699,0.382841
126.7000,-0.705066,0.378015,0.430967,0.385998
126.7500,-1.052731,0.385850,0.150132,0.381196
126.8000,-0.552415,0.404065,-0.048535,0.382719
126.8500,-0.000842,0.415663,-0.171698,0.380020
126.9000,0.267921,0.411748,-0.010285,0.379720
126.9500,0.194300,0.410434,0.629164,0.388516
